海辰280AhOCV-SOC电压,海辰280Ah0.5C放电电压,海辰280Ah0.04C放电电压,海辰280Ah0.5P放电电压,亿纬314Ah0.5P放电电压1,亿纬314Ah0.5P放电电压2,海辰280Ah模拟放电曲线
3.33062,3.2314,3.3118,3.261,3.2601,3.26,3.261
3.33064,3.2314,3.3118,3.2612,3.2601,3.2601,3.2612
3.33066,3.2314,3.3118,3.2611,3.2603,3.2601,3.2611
3.33068,3.2316,3.312,3.2612,3.2604,3.2601,3.2612
3.3307,3.2318,3.312,3.2614,3.2605,3.2602,3.2614
3.33072,3.2318,3.312,3.2615,3.2605,3.2602,3.2615
3.33074,3.232,3.312,3.2614,3.2607,3.2605,3.2614
3.33076,3.2321,3.312,3.2616,3.2606,3.2606,3.2616
3.33078,3.2321,3.312,3.2616,3.2608,3.2606,3.2616
3.3308,3.2323,3.3122,3.2618,3.2609,3.2606,3.2618
3.33082,3.2323,3.3122,3.2619,3.261,3.2612,3.2619
3.33084,3.2325,3.3122,3.262,3.2609,3.2611,3.262
3.33086,3.2325,3.3122,3.262,3.2611,3.2613,3.262
3.33088,3.2325,3.3122,3.262,3.2611,3.2609,3.262
3.3308999999999997,3.2328,3.3122,3.2621,3.2615,3.2611,3.2621
3.33092,3.2328,3.3124,3.2621,3.2614,3.2613,3.2621
3.33094,3.2328,3.3125,3.2622,3.2613,3.2615,3.2622
3.33096,3.233,3.3125,3.2622,3.2614,3.2614,3.2622
3.33098,3.233,3.3125,3.2625,3.2615,3.2613,3.2625
3.331,3.2332,3.3125,3.2624,3.2617,3.2617,3.2624
3.331,3.2332,3.3125,3.2626,3.2619,3.2617,3.2626
3.331,3.2332,3.3125,3.2625,3.2621,3.2619,3.2625
3.331,3.2335,3.3125,3.2627,3.262,3.2619,3.2627
3.331,3.2335,3.3127,3.2628,3.262,3.262,3.2628
3.331,3.2335,3.3127,3.2628,3.2622,3.2621,3.2628
3.331,3.2337,3.3127,3.2629,3.2623,3.2621,3.2629
3.331,3.2337,3.3127,3.263,3.2623,3.2621,3.263
3.331,3.2337,3.3129,3.263,3.2622,3.2621,3.263
3.331,3.2339,3.3129,3.2631,3.2623,3.2622,3.2631
3.331,3.2339,3.3129,3.2632,3.2625,3.2623,3.2632
3.331,3.2341,3.3129,3.2633,3.2626,3.2623,3.2633
3.331,3.2342,3.3129,3.2634,3.2625,3.2624,3.2634
3.331,3.2342,3.3129,3.2633,3.2626,3.2627,3.2633
3.331,3.2344,3.3129,3.2634,3.2628,3.2625,3.2634
3.331,3.2344,3.3131,3.2633,3.263,3.2629,3.2633
3.331,3.2344,3.3131,3.2635,3.2628,3.2628,3.2635
3.331,3.2346,3.3131,3.2636,3.2631,3.2629,3.2636
3.331,3.2346,3.3131,3.2636,3.263,3.2629,3.2636
3.331,3.2348,3.3131,3.2637,3.263,3.2632,3.2637
3.331,3.2348,3.3131,3.2637,3.2632,3.2632,3.2637
3.331,3.2348,3.3131,3.2638,3.2634,3.2632,3.2638
3.331,3.2349,3.3132,3.2639,3.2634,3.2631,3.2639
3.331,3.2351,3.3132,3.264,3.2634,3.2632,3.264
3.331,3.2351,3.3132,3.2639,3.2634,3.2634,3.2639
3.331,3.2351,3.3132,3.2642,3.2636,3.2634,3.2642
3.331,3.2353,3.3134,3.2641,3.2638,3.2636,3.2641
3.331,3.2353,3.3134,3.2642,3.2638,3.2637,3.2642
3.331,3.2353,3.3134,3.2642,3.264,3.2636,3.2642
3.331,3.2355,3.3134,3.2642,3.2639,3.2637,3.2642
3.331,3.2355,3.3136,3.2643,3.2641,3.2637,3.2643
3.331,3.2356,3.3134,3.2645,3.2641,3.2639,3.2645
3.331,3.2358,3.3134,3.2645,3.2641,3.264,3.2645
3.331,3.2358,3.3136,3.2644,3.2642,3.2639,3.2644
3.331,3.2358,3.3136,3.2645,3.2642,3.264,3.2645
3.331,3.236,3.3136,3.2646,3.2646,3.2641,3.2646
3.331,3.236,3.3136,3.2646,3.2643,3.2643,3.2646
3.331,3.236,3.3138,3.2647,3.2646,3.2641,3.2647
3.331,3.2362,3.3138,3.2647,3.2646,3.2646,3.2647
3.331,3.2362,3.3138,3.2647,3.2646,3.2643,3.2647
3.331,3.2362,3.3138,3.2648,3.2648,3.2646,3.2648
3.331,3.2363,3.3138,3.265,3.2648,3.2644,3.265
3.331,3.2363,3.3138,3.2651,3.2648,3.265,3.2651
3.331,3.2365,3.3138,3.2649,3.2648,3.2648,3.2649
3.331,3.2365,3.3139,3.2651,3.2651,3.2649,3.2651
3.331,3.2365,3.3138,3.2651,3.2651,3.2648,3.2651
3.331,3.2365,3.3139,3.2652,3.265,3.2651,3.2652
3.331,3.2367,3.3141,3.2653,3.2651,3.265,3.2653
3.331,3.2367,3.3141,3.2652,3.2652,3.265,3.2652
3.331,3.2369,3.3141,3.2652,3.2652,3.2651,3.2652
3.331,3.2369,3.3141,3.2654,3.2652,3.2651,3.2654
3.33102,3.237,3.3141,3.2654,3.2652,3.2652,3.2654
3.33104,3.2369,3.3141,3.2654,3.2656,3.2653,3.2654
3.33106,3.2372,3.3143,3.2654,3.2657,3.2657,3.2654
3.33108,3.2372,3.3143,3.2654,3.2658,3.2655,3.2654
3.3311,3.2372,3.3143,3.2655,3.2659,3.2655,3.2655
3.33112,3.2374,3.3143,3.2657,3.2658,3.2654,3.2657
3.33114,3.2374,3.3143,3.2657,3.2658,3.2657,3.2657
3.33116,3.2374,3.3143,3.2658,3.2662,3.266,3.2658
3.33118,3.2374,3.3143,3.2657,3.2658,3.2659,3.2657
3.3312,3.2374,3.3143,3.2659,3.266,3.2659,3.2659
3.33122,3.2376,3.3143,3.2658,3.266,3.266,3.2658
3.3312399999999998,3.2376,3.3145,3.2658,3.2662,3.266,3.2658
3.33126,3.2376,3.3145,3.266,3.2664,3.266,3.266
3.33128,3.2376,3.3145,3.2659,3.2664,3.266,3.2659
3.3312999999999997,3.2377,3.3145,3.2659,3.2664,3.2664,3.2659
3.33132,3.2379,3.3145,3.2661,3.2663,3.2661,3.2661
3.33134,3.2379,3.3145,3.2662,3.2664,3.2662,3.2662
3.33136,3.2379,3.3146,3.2661,3.2664,3.2665,3.2661
3.33138,3.2379,3.3146,3.2661,3.2667,3.2665,3.2661
3.3314,3.2379,3.3148,3.2662,3.2667,3.2668,3.2662
3.33142,3.2379,3.3146,3.2663,3.2667,3.2668,3.2663
3.3314399999999997,3.2381,3.3148,3.2662,3.2667,3.2667,3.2662
3.33146,3.2381,3.3146,3.2664,3.2668,3.2671,3.2664
3.33148,3.2381,3.3148,3.2665,3.2667,3.2669,3.2665
3.3315,3.2383,3.3148,3.2666,3.2669,3.2668,3.2666
3.33152,3.2383,3.3148,3.2665,3.2669,3.2669,3.2665
3.33154,3.2383,3.315,3.2665,3.2671,3.2671,3.2665
3.33156,3.2383,3.315,3.2665,3.2672,3.2669,3.2665
3.3315799999999998,3.2385,3.315,3.2665,3.2672,3.2671,3.2665
3.3316,3.2386,3.315,3.2666,3.2673,3.2672,3.2666
3.33162,3.2386,3.315,3.2667,3.2672,3.2675,3.2667
3.3316399999999997,3.2386,3.315,3.2665,3.2676,3.2674,3.2665
3.33166,3.2386,3.315,3.2667,3.2677,3.2676,3.2667
3.33168,3.2386,3.315,3.2667,3.2674,3.2677,3.2667
3.3316999999999997,3.2386,3.315,3.2667,3.2678,3.2674,3.2667
3.33172,3.2386,3.3152,3.2667,3.2676,3.2674,3.2667
3.33174,3.2388,3.3152,3.267,3.2677,3.2677,3.267
3.33176,3.2388,3.3152,3.2669,3.2677,3.2676,3.2669
3.3317799999999997,3.2388,3.3152,3.2669,3.2681,3.2681,3.2669
3.3318,3.239,3.3152,3.267,3.2679,3.2678,3.267
3.33182,3.2388,3.3152,3.2671,3.2681,3.2677,3.2671
3.3318399999999997,3.2388,3.3152,3.2671,3.2681,3.2681,3.2671
3.33186,3.239,3.3152,3.2671,3.2681,3.2679,3.2671
3.33188,3.239,3.3152,3.2672,3.2681,3.2682,3.2672
3.3319,3.239,3.3155,3.2671,3.2681,3.2684,3.2671
3.3319199999999998,3.239,3.3153,3.2672,3.2685,3.2682,3.2672
3.33194,3.2392,3.3153,3.2673,3.2683,3.2684,3.2673
3.33196,3.2392,3.3155,3.2672,3.2686,3.2685,3.2672
3.3319799999999997,3.2392,3.3155,3.2673,3.2685,3.2685,3.2673
3.332,3.2392,3.3155,3.2673,3.2686,3.2686,3.2673
3.332,3.2393,3.3155,3.2674,3.2686,3.2686,3.2674
3.332,3.2393,3.3155,3.2673,3.2688,3.2689,3.2673
3.332,3.2393,3.3155,3.2674,3.2685,3.2689,3.2674
3.332,3.2393,3.3157,3.2675,3.2688,3.2686,3.2675
3.332,3.2395,3.3155,3.2674,3.2688,3.2687,3.2674
3.332,3.2395,3.3157,3.2674,3.2687,3.2691,3.2674
3.332,3.2395,3.3157,3.2675,3.2691,3.2689,3.2675
3.332,3.2395,3.3157,3.2676,3.2688,3.2691,3.2676
3.332,3.2395,3.3157,3.2676,3.2692,3.2691,3.2676
3.332,3.2395,3.3157,3.2676,3.2691,3.2691,3.2676
3.332,3.2395,3.3159,3.2676,3.2693,3.2692,3.2676
3.332,3.2395,3.3159,3.2677,3.2693,3.2695,3.2677
3.332,3.2397,3.3159,3.2677,3.2692,3.2693,3.2677
3.332,3.2397,3.3159,3.2677,3.2693,3.2693,3.2677
3.332,3.2397,3.3159,3.2679,3.2695,3.2695,3.2679
3.332,3.2397,3.3159,3.2678,3.2696,3.2696,3.2678
3.332,3.2397,3.3159,3.2679,3.2697,3.2697,3.2679
3.332,3.2397,3.316,3.2679,3.2697,3.2696,3.2679
3.332,3.2397,3.3159,3.2679,3.2696,3.2697,3.2679
3.332,3.2399,3.316,3.2679,3.2697,3.2699,3.2679
3.3320499999999997,3.2397,3.316,3.268,3.2697,3.2699,3.268
3.3321,3.2397,3.316,3.268,3.27,3.2699,3.268
3.33215,3.2397,3.316,3.2681,3.2698,3.27,3.2681
3.3322,3.2399,3.316,3.2681,3.2701,3.27,3.2681
3.33225,3.2399,3.316,3.2681,3.27,3.2701,3.2681
3.3323,3.2399,3.316,3.2681,3.27,3.2702,3.2681
3.33235,3.24,3.3162,3.2682,3.2701,3.2703,3.2682
3.3324,3.24,3.3162,3.2682,3.2702,3.2702,3.2682
3.33245,3.24,3.3162,3.2683,3.2703,3.2701,3.2683
3.3325,3.24,3.3162,3.2681,3.2704,3.2704,3.2681
3.33255,3.24,3.3162,3.2683,3.2706,3.2702,3.2683
3.3326000000000002,3.24,3.3162,3.2683,3.2707,3.2705,3.2683
3.33265,3.24,3.3162,3.2684,3.2707,3.2705,3.2684
3.3327,3.2402,3.3162,3.2684,3.2707,3.2706,3.2684
3.33275,3.2402,3.3162,3.2684,3.2709,3.2706,3.2684
3.3328,3.2402,3.3162,3.2684,3.2707,3.2705,3.2684
3.33285,3.2402,3.3162,3.2684,3.2708,3.2706,3.2684
3.3329,3.2402,3.3162,3.2683,3.271,3.2709,3.2683
3.3329500000000003,3.2402,3.3162,3.2685,3.2711,3.2708,3.2685
3.333,3.2402,3.3164,3.2685,3.2713,3.2711,3.2685
3.33305,3.2402,3.3164,3.2686,3.2711,3.2711,3.2686
3.3331,3.2404,3.3164,3.2686,3.2711,3.2713,3.2686
3.3331500000000003,3.2402,3.3164,3.2686,3.2715,3.2711,3.2686
3.3332,3.2404,3.3164,3.2686,3.2714,3.2714,3.2686
3.33325,3.2404,3.3164,3.2688,3.2716,3.2714,3.2688
3.3333,3.2404,3.3164,3.2688,3.272,3.2717,3.2688
3.3333500000000003,3.2404,3.3164,3.2688,3.272,3.2716,3.2688
3.3334,3.2404,3.3164,3.2687,3.2719,3.2717,3.2687
3.33345,3.2404,3.3164,3.2688,3.2719,3.2718,3.2688
3.3335,3.2404,3.3164,3.2688,3.272,3.2718,3.2688
3.3335500000000002,3.2404,3.3164,3.2688,3.2721,3.2721,3.2688
3.3336,3.2406,3.3164,3.2689,3.2724,3.2721,3.2689
3.33365,3.2406,3.3164,3.2689,3.2724,3.2724,3.2689
3.3337,3.2406,3.3164,3.2688,3.2727,3.2727,3.2688
3.33375,3.2407,3.3164,3.2691,3.2728,3.2728,3.2691
3.3338,3.2407,3.3164,3.269,3.2729,3.2732,3.269
3.33385,3.2407,3.3164,3.2691,3.2734,3.2732,3.2691
3.3339,3.2407,3.3164,3.2693,3.2735,3.2735,3.2693
3.33395,3.2406,3.3164,3.2692,3.2741,3.2739,3.2692
3.334,3.2407,3.3164,3.2691,3.274,3.2742,3.2691
3.33405,3.2407,3.3164,3.2693,3.2743,3.2744,3.2693
3.3341000000000003,3.2407,3.3164,3.2693,3.2749,3.2751,3.2693
3.33415,3.2409,3.3164,3.2694,3.2752,3.2754,3.2694
3.3342,3.2409,3.3164,3.2694,3.2758,3.2754,3.2694
3.33425,3.2409,3.3164,3.2694,3.2761,3.2762,3.2694
3.3343,3.2409,3.3162,3.2694,3.2769,3.2765,3.2694
3.33435,3.2409,3.3164,3.2696,3.2772,3.2772,3.2696
3.3344,3.2411,3.3162,3.2695,3.2781,3.2781,3.2695
3.33445,3.2411,3.3162,3.2697,3.279,3.279,3.2697
3.3345000000000002,3.2411,3.3162,3.2696,3.2794,3.2797,3.2696
3.33455,3.2413,3.3162,3.2697,3.2806,3.2805,3.2697
3.3346,3.2414,3.3162,3.2698,3.2817,3.2818,3.2698
3.33465,3.2414,3.316,3.2699,3.2825,3.2825,3.2699
3.3346999999999998,3.2416,3.316,3.27,3.2841,3.2838,3.27
3.33475,3.2418,3.316,3.2701,3.2854,3.2855,3.2701
3.3348,3.242,3.3159,3.2702,3.2865,3.2865,3.2702
3.33485,3.2421,3.3159,3.2703,3.288,3.2882,3.2703
3.3348999999999998,3.2423,3.3159,3.2703,3.29,3.2902,3.2703
3.33495,3.2427,3.3159,3.2705,3.2922,3.2919,3.2705
3.335,3.243,3.3159,3.2706,3.2939,3.2936,3.2706
3.3371999999999997,3.2434,3.3159,3.2708,3.2965,3.2963,3.2708
3.3394,3.2439,3.3159,3.271,3.298,3.2983,3.271
3.3416,3.2446,3.3162,3.2713,3.3012,3.3007,3.2713
3.3438,3.2453,3.3164,3.2714,3.3035,3.3033,3.2714
3.346,3.2462,3.3166,3.2717,3.3061,3.3064,3.2717
3.3482,3.2472,3.3173,3.2722,3.3093,3.3095,3.2722
3.3504,3.2488,3.3182,3.2726,3.3124,3.3127,3.2726
3.3526,3.2504,3.3196,3.2729,3.3164,3.3163,3.2729
3.3548,3.2527,3.3215,3.2737,3.3196,3.3196,3.2737
3.357,3.2553,3.3247,3.2744,3.3237,3.3238,3.2744
3.3592,3.2586,3.3289,3.2755,3.3277,3.3277,3.2755
3.3614,3.2627,3.3347,3.2765,3.3322,3.3324,3.2765
3.3636,3.2674,3.3422,3.278,3.3381,3.3376,3.278
3.3658,3.2732,3.3522,3.2799,3.3432,3.3429,3.2799
3.368,3.2802,3.3645,3.2821,3.3496,3.3494,3.2821
3.3702,3.2885,3.3796,3.285,3.3557,3.3559,3.285
3.3724,3.2987,3.3982,3.2893,3.3643,3.3637,3.2893
3.3746,3.3111,3.4216,3.2942,3.3724,3.3726,3.2942
3.3768000000000002,3.3276,3.4532,3.3009,3.3858,3.3858,3.3009
3.379,3.362,3.5218,3.3148,3.4075,3.4077,3.3148
