海辰280AhOCV-SOC电压,海辰280Ah0.5C放电电压,海辰280Ah0.04C放电电压,海辰280Ah0.5P放电电压,亿纬314Ah0.5P放电电压1,亿纬314Ah0.5P放电电压2,海辰280Ah模拟放电曲线
3.28968,3.1803,3.2671,3.2139,3.2122,3.2123,3.2139
3.2897,3.1805,3.2672,3.214,3.2129,3.2126,3.214
3.28972,3.1807,3.2672,3.2142,3.2129,3.2126,3.2142
3.28974,3.1809,3.2674,3.2144,3.2125,3.2127,3.2144
3.2897600000000002,3.181,3.2676,3.2144,3.2133,3.2127,3.2144
3.28978,3.1812,3.2676,3.2146,3.2129,3.2128,3.2146
3.2898,3.1814,3.2676,3.2147,3.2133,3.2131,3.2147
3.28982,3.1816,3.2676,3.2148,3.2131,3.2131,3.2148
3.28984,3.1816,3.2676,3.2149,3.2135,3.2132,3.2149
3.28986,3.1819,3.2678,3.2151,3.2132,3.2135,3.2151
3.28988,3.1819,3.2678,3.2153,3.2138,3.2134,3.2153
3.2899000000000003,3.1821,3.2678,3.2155,3.2135,3.214,3.2155
3.28992,3.1823,3.2678,3.2155,3.2141,3.214,3.2155
3.28994,3.1826,3.2679,3.2156,3.2139,3.214,3.2156
3.28996,3.1826,3.2679,3.2157,3.2141,3.2143,3.2157
3.28998,3.1828,3.2681,3.2159,3.2142,3.214,3.2159
3.29,3.183,3.2681,3.2161,3.2146,3.2142,3.2161
3.29002,3.183,3.2681,3.2162,3.2147,3.2144,3.2162
3.29004,3.1833,3.2681,3.2162,3.2149,3.2146,3.2162
3.29006,3.1835,3.2683,3.2164,3.2145,3.2146,3.2164
3.29008,3.1835,3.2683,3.2165,3.2145,3.2145,3.2165
3.2901,3.1837,3.2683,3.2167,3.2147,3.2147,3.2167
3.29012,3.1839,3.2683,3.2169,3.2148,3.2149,3.2169
3.29014,3.184,3.2683,3.2169,3.215,3.2152,3.2169
3.29016,3.1842,3.2685,3.217,3.2154,3.2154,3.217
3.29018,3.1842,3.2685,3.2172,3.2154,3.2152,3.2172
3.2902,3.1844,3.2685,3.2173,3.2156,3.2156,3.2173
3.29022,3.1847,3.2686,3.2175,3.2156,3.2156,3.2175
3.29024,3.1847,3.2686,3.2175,3.2159,3.2159,3.2175
3.29026,3.1849,3.2688,3.2176,3.2156,3.2157,3.2176
3.29028,3.1851,3.2688,3.2179,3.216,3.2159,3.2179
3.2903000000000002,3.1853,3.2688,3.2178,3.2163,3.2159,3.2178
3.29032,3.1854,3.2688,3.2179,3.2164,3.216,3.2179
3.29034,3.1856,3.2688,3.2181,3.2163,3.2162,3.2181
3.29036,3.1858,3.269,3.2182,3.2163,3.2165,3.2182
3.29038,3.1858,3.2688,3.2184,3.2162,3.2164,3.2184
3.2904,3.1861,3.269,3.2185,3.2164,3.2165,3.2185
3.29042,3.1861,3.269,3.2185,3.2166,3.2168,3.2185
3.29044,3.1863,3.2692,3.2186,3.217,3.2168,3.2186
3.29046,3.1865,3.2692,3.2189,3.2168,3.2168,3.2189
3.29048,3.1865,3.2692,3.2189,3.2172,3.2169,3.2189
3.2904999999999998,3.1868,3.2692,3.2191,3.2171,3.2171,3.2191
3.29052,3.1868,3.2692,3.2192,3.2172,3.2171,3.2192
3.29054,3.187,3.2693,3.2192,3.2176,3.2172,3.2192
3.29056,3.187,3.2693,3.2195,3.2175,3.2175,3.2195
3.29058,3.1874,3.2693,3.2195,3.2175,3.2175,3.2195
3.2906,3.1875,3.2695,3.2197,3.2177,3.2175,3.2197
3.29062,3.1875,3.2695,3.2197,3.2178,3.2177,3.2197
3.29064,3.1877,3.2695,3.2199,3.2177,3.218,3.2199
3.29066,3.1879,3.2695,3.2199,3.2178,3.2178,3.2199
3.29068,3.1879,3.2697,3.2201,3.2181,3.218,3.2201
3.2907,3.1881,3.2697,3.2201,3.2187,3.218,3.2201
3.29072,3.1882,3.2697,3.2202,3.2183,3.2185,3.2202
3.29074,3.1884,3.2697,3.2203,3.2187,3.2185,3.2203
3.29076,3.1886,3.2699,3.2204,3.2186,3.2185,3.2204
3.29078,3.1886,3.2699,3.2205,3.219,3.2185,3.2205
3.2908,3.1888,3.2699,3.2207,3.2185,3.2186,3.2207
3.29082,3.1889,3.2699,3.2209,3.219,3.2191,3.2209
3.2908399999999998,3.1891,3.2701,3.2209,3.2191,3.2188,3.2209
3.29086,3.1893,3.2699,3.221,3.2191,3.2188,3.221
3.29088,3.1893,3.2701,3.2212,3.2194,3.219,3.2212
3.2908999999999997,3.1895,3.2702,3.2212,3.2193,3.2193,3.2212
3.29092,3.1895,3.2701,3.2213,3.2194,3.2192,3.2213
3.29094,3.1898,3.2701,3.2213,3.2196,3.2192,3.2213
3.29096,3.19,3.2702,3.2215,3.2196,3.2194,3.2215
3.29098,3.19,3.2702,3.2215,3.2197,3.2197,3.2215
3.291,3.1902,3.2702,3.2218,3.2196,3.2196,3.2218
3.29102,3.1903,3.2702,3.2218,3.2201,3.2197,3.2218
3.2910399999999997,3.1905,3.2702,3.2219,3.2199,3.2199,3.2219
3.29106,3.1907,3.2702,3.2221,3.22,3.2201,3.2221
3.29108,3.1907,3.2704,3.2221,3.22,3.2203,3.2221
3.2911,3.1909,3.2704,3.2222,3.2206,3.2204,3.2222
3.29112,3.191,3.2704,3.2223,3.2203,3.2205,3.2223
3.29114,3.1912,3.2706,3.2225,3.2206,3.2203,3.2225
3.29116,3.1912,3.2706,3.2226,3.2207,3.2206,3.2226
3.2911799999999998,3.1914,3.2706,3.2227,3.2209,3.2206,3.2227
3.2912,3.1916,3.2706,3.2226,3.2208,3.2206,3.2226
3.29122,3.1916,3.2706,3.2229,3.2206,3.2208,3.2229
3.2912399999999997,3.1918,3.2706,3.223,3.2213,3.2212,3.223
3.29126,3.1919,3.2708,3.223,3.2211,3.2212,3.223
3.29128,3.1921,3.2706,3.2231,3.221,3.221,3.2231
3.2912999999999997,3.1921,3.2708,3.2232,3.2212,3.2212,3.2232
3.29132,3.1923,3.2708,3.2234,3.2214,3.2215,3.2234
3.29134,3.1926,3.2709,3.2233,3.2216,3.2215,3.2233
3.29136,3.1926,3.2708,3.2235,3.2219,3.2219,3.2235
3.2913799999999998,3.1928,3.2709,3.2236,3.2215,3.2217,3.2236
3.2914,3.193,3.2709,3.2238,3.2219,3.2219,3.2238
3.29142,3.193,3.2709,3.2238,3.2218,3.2217,3.2238
3.2914399999999997,3.193,3.2709,3.224,3.2219,3.2223,3.224
3.29146,3.1933,3.2711,3.2239,3.2219,3.2221,3.2239
3.29148,3.1933,3.2711,3.2242,3.222,3.2221,3.2242
3.2915,3.1935,3.2711,3.2242,3.2226,3.2222,3.2242
3.29152,3.1937,3.2711,3.2244,3.2223,3.2221,3.2244
3.29154,3.1937,3.2713,3.2244,3.2226,3.2223,3.2244
3.29156,3.1939,3.2713,3.2245,3.2227,3.2224,3.2245
3.2915799999999997,3.194,3.2713,3.2246,3.2225,3.2227,3.2246
3.2916,3.1942,3.2713,3.2247,3.2228,3.2226,3.2247
3.29162,3.1942,3.2713,3.2246,3.2227,3.2229,3.2246
3.2916399999999997,3.1944,3.2715,3.2247,3.2229,3.2228,3.2247
3.29166,3.1944,3.2716,3.2248,3.223,3.223,3.2248
3.29168,3.1947,3.2716,3.225,3.2231,3.2231,3.225
3.2916999999999996,3.1947,3.2716,3.2251,3.2233,3.2233,3.2251
3.2917199999999998,3.1949,3.2716,3.2252,3.2231,3.2234,3.2252
3.29174,3.1949,3.2716,3.2253,3.2234,3.2237,3.2253
3.29176,3.1951,3.2716,3.2254,3.2235,3.2238,3.2254
3.2917799999999997,3.1951,3.2716,3.2255,3.2239,3.2233,3.2255
3.2918,3.1953,3.2718,3.2256,3.2238,3.2238,3.2256
3.29182,3.1956,3.2718,3.2257,3.2237,3.224,3.2257
3.2918399999999997,3.1956,3.2718,3.2257,3.224,3.224,3.2257
3.29186,3.1958,3.2718,3.2257,3.224,3.2239,3.2257
3.29188,3.1958,3.2718,3.2259,3.2238,3.224,3.2259
3.2919,3.196,3.2718,3.226,3.2245,3.224,3.226
3.2919199999999997,3.196,3.272,3.2262,3.2242,3.2241,3.2262
3.29194,3.1961,3.272,3.2263,3.2241,3.2241,3.2263
3.29196,3.1963,3.272,3.2262,3.2245,3.2246,3.2262
3.2919799999999997,3.1965,3.272,3.2264,3.2247,3.2246,3.2264
3.292,3.1967,3.272,3.2264,3.2246,3.2247,3.2264
3.2920599999999998,3.1967,3.272,3.2266,3.2247,3.2247,3.2266
3.2921199999999997,3.197,3.272,3.2266,3.2248,3.2248,3.2266
3.2921799999999997,3.197,3.2722,3.2267,3.225,3.225,3.2267
3.2922399999999996,3.1972,3.2722,3.2268,3.225,3.225,3.2268
3.2923,3.1972,3.2723,3.227,3.2253,3.225,3.227
3.29236,3.1974,3.2723,3.2271,3.2252,3.2251,3.2271
3.29242,3.1975,3.2723,3.2271,3.2252,3.2253,3.2271
3.29248,3.1977,3.2723,3.2272,3.2253,3.2253,3.2272
3.29254,3.1977,3.2723,3.2272,3.2252,3.2258,3.2272
3.2925999999999997,3.1979,3.2723,3.2273,3.2255,3.2254,3.2273
3.2926599999999997,3.1979,3.2725,3.2275,3.2258,3.2259,3.2275
3.2927199999999996,3.1981,3.2725,3.2275,3.2255,3.2258,3.2275
3.29278,3.1982,3.2725,3.2277,3.2257,3.2257,3.2277
3.29284,3.1984,3.2725,3.2278,3.2261,3.2259,3.2278
3.2929,3.1984,3.2727,3.2279,3.2261,3.2258,3.2279
3.29296,3.1986,3.2727,3.228,3.2259,3.2262,3.228
3.29302,3.1988,3.2727,3.228,3.2262,3.2261,3.228
3.29308,3.1988,3.2727,3.2281,3.2261,3.2265,3.2281
3.2931399999999997,3.1991,3.2729,3.2281,3.2264,3.2267,3.2281
3.2931999999999997,3.1991,3.2729,3.2282,3.2268,3.2264,3.2282
3.29326,3.1991,3.2729,3.2282,3.227,3.2264,3.2282
3.29332,3.1993,3.273,3.2284,3.2268,3.2268,3.2284
3.29338,3.1995,3.273,3.2285,3.2267,3.227,3.2285
3.29344,3.1995,3.273,3.2286,3.2269,3.2269,3.2286
3.2935,3.1997,3.2732,3.2287,3.2267,3.227,3.2287
3.29356,3.1998,3.273,3.2289,3.2269,3.227,3.2289
3.2936199999999998,3.1998,3.2732,3.2289,3.227,3.227,3.2289
3.2936799999999997,3.2,3.2732,3.229,3.2273,3.227,3.229
3.2937399999999997,3.2002,3.2732,3.2291,3.2271,3.2271,3.2291
3.2938,3.2002,3.2732,3.2291,3.228,3.2273,3.2291
3.29386,3.2002,3.2734,3.2293,3.2273,3.2275,3.2293
3.29392,3.2005,3.2734,3.2293,3.2277,3.2275,3.2293
3.29398,3.2005,3.2734,3.2294,3.2276,3.2276,3.2294
3.29404,3.2007,3.2734,3.2295,3.2275,3.2277,3.2295
3.2941,3.2007,3.2736,3.2296,3.2278,3.2279,3.2296
3.2941599999999998,3.2009,3.2736,3.2297,3.228,3.2278,3.2297
3.2942199999999997,3.2011,3.2736,3.2298,3.228,3.2278,3.2298
3.29428,3.2012,3.2736,3.2299,3.2283,3.228,3.2299
3.29434,3.2012,3.2737,3.23,3.228,3.228,3.23
3.2944,3.2014,3.2739,3.23,3.2282,3.2281,3.23
3.29446,3.2014,3.2739,3.2301,3.2282,3.2284,3.2301
3.29452,3.2016,3.2739,3.2302,3.2286,3.2282,3.2302
3.29458,3.2016,3.2739,3.2303,3.2287,3.2285,3.2303
3.29464,3.2019,3.2741,3.2304,3.2286,3.2285,3.2304
3.2946999999999997,3.2019,3.2741,3.2306,3.2286,3.2287,3.2306
3.29476,3.2021,3.2741,3.2306,3.229,3.2287,3.2306
3.29482,3.2021,3.2743,3.2307,3.229,3.2289,3.2307
3.29488,3.2023,3.2743,3.2308,3.2288,3.229,3.2308
3.29494,3.2025,3.2743,3.2308,3.2291,3.2291,3.2308
3.295,3.2026,3.2743,3.231,3.2297,3.229,3.231
3.2953,3.2026,3.2744,3.2311,3.2292,3.2294,3.2311
3.2956,3.2028,3.2746,3.2312,3.2294,3.2293,3.2312
3.2959,3.2028,3.2746,3.2313,3.2294,3.2294,3.2313
3.2962,3.203,3.2746,3.2314,3.2295,3.2296,3.2314
3.2965,3.2032,3.2748,3.2314,3.2296,3.2296,3.2314
3.2968,3.2032,3.2748,3.2316,3.2294,3.2298,3.2316
3.2971,3.2033,3.275,3.2317,3.2299,3.2298,3.2317
3.2974,3.2035,3.275,3.2318,3.2298,3.2298,3.2318
3.2977,3.2035,3.275,3.2318,3.23,3.2298,3.2318
3.298,3.2037,3.2751,3.2319,3.2301,3.2299,3.2319
3.2983,3.2037,3.2751,3.2321,3.2304,3.2303,3.2321
3.2986,3.2039,3.2753,3.2322,3.2302,3.2303,3.2322
3.2989,3.2039,3.2753,3.2322,3.2304,3.2305,3.2322
3.2992,3.204,3.2755,3.2323,3.2305,3.2305,3.2323
3.2995,3.2042,3.2757,3.2325,3.2303,3.2307,3.2325
3.2998,3.2042,3.2757,3.2325,3.2306,3.2306,3.2325
3.3001,3.2044,3.2757,3.2326,3.2306,3.2308,3.2326
3.3004,3.2046,3.2758,3.2326,3.2306,3.2308,3.2326
3.3007,3.2046,3.276,3.2327,3.2312,3.231,3.2327
3.301,3.2049,3.276,3.2329,3.2312,3.231,3.2329
3.3013,3.2049,3.2762,3.2331,3.231,3.2312,3.2331
3.3016,3.2049,3.2762,3.2331,3.2315,3.2312,3.2331
3.3019,3.2051,3.2764,3.2332,3.2312,3.2312,3.2332
3.3022,3.2053,3.2765,3.2333,3.2316,3.2313,3.2333
3.3024999999999998,3.2053,3.2765,3.2335,3.2315,3.2315,3.2335
3.3028,3.2054,3.2767,3.2336,3.2319,3.2315,3.2336
3.3031,3.2056,3.2769,3.2337,3.2321,3.2316,3.2337
3.3034,3.2056,3.2769,3.2338,3.2322,3.2317,3.2338
3.3037,3.2058,3.2771,3.234,3.232,3.2317,3.234
3.304,3.206,3.2771,3.2339,3.2319,3.232,3.2339
3.3043,3.206,3.2774,3.2341,3.232,3.2322,3.2341
3.3046,3.2061,3.2774,3.2341,3.2327,3.2322,3.2341
3.3049,3.2063,3.2776,3.2342,3.2325,3.2322,3.2342
3.3052,3.2065,3.2778,3.2344,3.2326,3.2322,3.2344
3.3055,3.2065,3.2778,3.2345,3.2327,3.2326,3.2345
3.3058,3.2065,3.2781,3.2346,3.2327,3.2326,3.2346
3.3061,3.2067,3.2783,3.2349,3.2327,3.2329,3.2349
3.3064,3.2067,3.2783,3.2348,3.2328,3.2329,3.2348
3.3067,3.207,3.2787,3.235,3.2333,3.2327,3.235
3.307,3.2072,3.2788,3.2352,3.2334,3.2332,3.2352
3.3073,3.2072,3.279,3.2352,3.2333,3.233,3.2352
3.3076,3.2074,3.2792,3.2354,3.2334,3.2331,3.2354
3.3079,3.2074,3.2792,3.2354,3.2336,3.2333,3.2354
3.3082000000000003,3.2076,3.2795,3.2356,3.2335,3.2334,3.2356
3.3085,3.2077,3.2797,3.2357,3.2336,3.2334,3.2357
3.3088,3.2079,3.2799,3.2357,3.2339,3.2337,3.2357
3.3091,3.2079,3.2801,3.2359,3.234,3.2336,3.2359
3.3094,3.2081,3.2804,3.236,3.234,3.2339,3.236
3.3097,3.2081,3.2806,3.2361,3.2341,3.234,3.2361
3.31,3.2083,3.2808,3.2362,3.2342,3.234,3.2362
3.31038,3.2084,3.2811,3.2363,3.2341,3.2343,3.2363
3.31076,3.2086,3.2813,3.2365,3.2345,3.2345,3.2365
3.31114,3.2086,3.2815,3.2365,3.2345,3.2344,3.2365
3.3115200000000002,3.2088,3.2818,3.2367,3.2348,3.2344,3.2367
3.3119,3.2088,3.282,3.2368,3.2348,3.2346,3.2368
3.31228,3.209,3.2822,3.237,3.2348,3.2348,3.237
3.31266,3.2091,3.2827,3.2372,3.2347,3.2348,3.2372
3.31304,3.2093,3.2829,3.2373,3.2353,3.235,3.2373
3.3134200000000003,3.2093,3.2834,3.2375,3.2351,3.2352,3.2375
3.3138,3.2095,3.2836,3.2375,3.2353,3.2352,3.2375
3.31418,3.2097,3.2839,3.2375,3.2355,3.2354,3.2375
3.31456,3.2098,3.2841,3.2377,3.2354,3.2355,3.2377
3.31494,3.2098,3.2846,3.2379,3.2357,3.2355,3.2379
3.3153200000000003,3.21,3.285,3.238,3.2362,3.2358,3.238
3.3157,3.21,3.2853,3.2382,3.2363,3.2361,3.2382
3.31608,3.2102,3.2857,3.2383,3.2359,3.2362,3.2383
3.31646,3.2102,3.2862,3.2384,3.2362,3.2362,3.2384
3.31684,3.2104,3.2866,3.2385,3.2364,3.2363,3.2385
3.3172200000000003,3.2105,3.2869,3.2387,3.2366,3.2364,3.2387
3.3176,3.2107,3.2874,3.2389,3.2368,3.2366,3.2389
3.31798,3.2107,3.2878,3.239,3.2368,3.237,3.239
3.31836,3.2109,3.2883,3.2391,3.237,3.2369,3.2391
3.31874,3.2111,3.2888,3.2392,3.2373,3.2373,3.2392
3.3191200000000003,3.2111,3.2892,3.2394,3.2376,3.2374,3.2394
3.3195,3.2114,3.2897,3.2394,3.2378,3.2375,3.2394
3.31988,3.2114,3.2901,3.2396,3.2376,3.2375,3.2396
3.32026,3.2116,3.2906,3.2398,3.2378,3.238,3.2398
3.32064,3.2116,3.2909,3.2401,3.238,3.2378,3.2401
3.3210200000000003,3.2118,3.2915,3.2402,3.2383,3.238,3.2402
3.3214,3.2119,3.2918,3.2403,3.2382,3.238,3.2403
3.32178,3.2121,3.2922,3.2404,3.2383,3.2382,3.2404
3.3221600000000002,3.2121,3.2927,3.2406,3.239,3.2384,3.2406
3.32254,3.2123,3.2932,3.2407,3.2389,3.2385,3.2407
3.3229200000000003,3.2123,3.2936,3.2409,3.2392,3.2387,3.2409
3.3233,3.2125,3.2941,3.241,3.2392,3.2389,3.241
3.32368,3.2125,3.2945,3.2411,3.2393,3.239,3.2411
3.3240600000000002,3.2126,3.2948,3.2414,3.2396,3.2393,3.2414
3.32444,3.2128,3.2953,3.2415,3.2393,3.2394,3.2415
3.3248200000000003,3.213,3.2957,3.2416,3.2394,3.2396,3.2416
3.3252,3.213,3.2962,3.2417,3.2401,3.2399,3.2417
3.32558,3.2132,3.2964,3.2419,3.2397,3.2401,3.2419
3.3259600000000002,3.2133,3.2967,3.2421,3.2404,3.2402,3.2421
3.32634,3.2135,3.2971,3.2422,3.2404,3.2403,3.2422
3.3267200000000003,3.2137,3.2976,3.2424,3.2406,3.2405,3.2424
3.3271,3.2139,3.2978,3.2425,3.2406,3.2406,3.2425
3.32748,3.2139,3.2983,3.2428,3.2408,3.2407,3.2428
3.3278600000000003,3.214,3.2985,3.2429,3.2408,3.2411,3.2429
3.32824,3.2142,3.2988,3.243,3.2413,3.2413,3.243
3.3286200000000004,3.2144,3.2992,3.2432,3.2413,3.2415,3.2432
3.329,3.2144,3.2994,3.2433,3.2415,3.2417,3.2433
3.3290200000000003,3.2146,3.2997,3.2435,3.2417,3.2419,3.2435
3.32904,3.2147,3.3001,3.2436,3.2423,3.2419,3.2436
3.32906,3.2149,3.3002,3.2439,3.2422,3.2422,3.2439
3.3290800000000003,3.2149,3.3006,3.2441,3.2424,3.2424,3.2441
3.3291000000000004,3.2151,3.3008,3.2442,3.2425,3.2425,3.2442
3.32912,3.2153,3.3011,3.2443,3.2429,3.2428,3.2443
3.32914,3.2153,3.3013,3.2445,3.2428,3.2429,3.2445
3.3291600000000003,3.2156,3.3015,3.2446,3.2431,3.2431,3.2446
3.32918,3.2156,3.3018,3.2448,3.2431,3.2433,3.2448
3.3292,3.2158,3.302,3.245,3.2441,3.2436,3.245
3.3292200000000003,3.2158,3.3024,3.2452,3.2435,3.2438,3.2452
3.32924,3.216,3.3025,3.2453,3.2438,3.2438,3.2453
3.32926,3.216,3.3027,3.2455,3.2441,3.244,3.2455
3.3292800000000002,3.2163,3.3029,3.2457,3.2444,3.2443,3.2457
3.3293,3.2163,3.3031,3.2458,3.2446,3.2445,3.2458
3.32932,3.2165,3.3034,3.2461,3.245,3.2448,3.2461
3.32934,3.2167,3.3036,3.2463,3.2446,3.2448,3.2463
3.3293600000000003,3.2167,3.3038,3.2463,3.245,3.2453,3.2463
3.32938,3.217,3.3039,3.2465,3.2455,3.2452,3.2465
3.3294,3.217,3.3039,3.2468,3.2452,3.2455,3.2468
3.3294200000000003,3.2172,3.3043,3.2469,3.2456,3.2455,3.2469
3.32944,3.2174,3.3043,3.247,3.2458,3.2458,3.247
3.32946,3.2174,3.3045,3.2472,3.246,3.2459,3.2472
3.32948,3.2177,3.3046,3.2475,3.2462,3.246,3.2475
3.3295000000000003,3.2177,3.3048,3.2476,3.2462,3.2464,3.2476
3.32952,3.2179,3.3048,3.2476,3.2467,3.2465,3.2476
3.32954,3.2179,3.3052,3.2479,3.2468,3.2467,3.2479
3.3295600000000003,3.2181,3.3052,3.2479,3.2471,3.2467,3.2479
3.32958,3.2181,3.3055,3.2481,3.2471,3.2469,3.2481
3.3296,3.2184,3.3055,3.2483,3.2471,3.2473,3.2483
3.3296200000000002,3.2184,3.3057,3.2485,3.2473,3.2474,3.2485
3.32964,3.2186,3.3057,3.2486,3.2478,3.2477,3.2486
3.32966,3.2188,3.3059,3.2488,3.2478,3.2476,3.2488
3.32968,3.219,3.306,3.249,3.2479,3.2479,3.249
3.3297,3.219,3.3062,3.2491,3.2483,3.248,3.2491
3.32972,3.2193,3.3062,3.2493,3.2483,3.2483,3.2493
3.32974,3.2193,3.3064,3.2495,3.2485,3.2485,3.2495
3.3297600000000003,3.2195,3.3064,3.2496,3.2486,3.2485,3.2496
3.32978,3.2197,3.3066,3.2499,3.249,3.2488,3.2499
3.3298,3.2197,3.3067,3.25,3.249,3.2489,3.25
3.3298200000000002,3.2198,3.3069,3.2502,3.2491,3.2492,3.2502
3.32984,3.22,3.3069,3.2504,3.2494,3.2493,3.2504
3.32986,3.2202,3.3071,3.2505,3.2497,3.2494,3.2505
3.32988,3.2204,3.3071,3.2506,3.2496,3.2497,3.2506
3.3299000000000003,3.2204,3.3073,3.2509,3.25,3.2499,3.2509
3.32992,3.2207,3.3073,3.251,3.2499,3.2502,3.251
3.32994,3.2207,3.3073,3.2511,3.2502,3.2502,3.2511
3.3299600000000003,3.2209,3.3074,3.2513,3.2504,3.2504,3.2513
3.32998,3.2209,3.3076,3.2515,3.2505,3.2507,3.2515
3.33,3.2211,3.3076,3.2516,3.2508,3.2508,3.2516
3.33,3.2212,3.3078,3.2518,3.2509,3.2509,3.2518
3.33,3.2214,3.3078,3.2519,3.2509,3.2509,3.2519
3.33,3.2216,3.3078,3.2521,3.2513,3.2511,3.2521
3.33,3.2216,3.308,3.2522,3.2511,3.2511,3.2522
3.33,3.2218,3.308,3.2524,3.2513,3.2515,3.2524
3.33,3.2218,3.3081,3.2526,3.2517,3.2515,3.2526
3.33,3.2221,3.3081,3.2526,3.2517,3.2516,3.2526
3.33,3.2223,3.3083,3.2529,3.252,3.2521,3.2529
3.33,3.2223,3.3083,3.2531,3.252,3.2518,3.2531
3.33,3.2225,3.3085,3.2531,3.252,3.2521,3.2531
3.33,3.2227,3.3085,3.2533,3.2522,3.2523,3.2533
3.33,3.2228,3.3085,3.2532,3.2523,3.2524,3.2532
3.33,3.2228,3.3085,3.2536,3.2526,3.2524,3.2536
3.33,3.223,3.3087,3.2537,3.2527,3.2528,3.2537
3.33,3.2232,3.3087,3.2539,3.2529,3.253,3.2539
3.33,3.2232,3.3087,3.2539,3.253,3.2529,3.2539
3.33,3.2235,3.3087,3.2542,3.2532,3.2533,3.2542
3.33,3.2235,3.309,3.2542,3.2532,3.2534,3.2542
3.33,3.2237,3.3089,3.2542,3.2534,3.2534,3.2542
3.33,3.2239,3.309,3.2545,3.2536,3.2536,3.2545
3.33,3.2239,3.309,3.2546,3.2537,3.2538,3.2546
3.33,3.2241,3.309,3.2548,3.2537,3.2538,3.2548
3.33,3.2242,3.3092,3.2549,3.2539,3.2539,3.2549
3.33,3.2244,3.3092,3.2551,3.2539,3.2539,3.2551
3.33,3.2244,3.3094,3.2552,3.2543,3.2541,3.2552
3.33,3.2246,3.3094,3.2553,3.2545,3.2544,3.2553
3.33,3.2248,3.3096,3.2554,3.2544,3.2545,3.2554
3.33,3.2249,3.3094,3.2555,3.2546,3.2547,3.2555
3.33,3.2251,3.3096,3.2557,3.2548,3.2548,3.2557
3.33,3.2253,3.3097,3.2558,3.2548,3.255,3.2558
3.33,3.2253,3.3097,3.256,3.2549,3.2549,3.256
3.33,3.2253,3.3097,3.2561,3.255,3.2551,3.2561
3.33,3.2256,3.3097,3.2561,3.2551,3.255,3.2561
3.33,3.2256,3.3097,3.2563,3.2555,3.2554,3.2563
3.33,3.2258,3.3099,3.2564,3.2554,3.2553,3.2564
3.33,3.226,3.3099,3.2565,3.2554,3.2555,3.2565
3.33,3.226,3.3099,3.2566,3.2555,3.2557,3.2566
3.33,3.2262,3.3101,3.2568,3.2558,3.2558,3.2568
3.33,3.2263,3.3101,3.2569,3.2557,3.2558,3.2569
3.33,3.2265,3.3101,3.2569,3.2559,3.2558,3.2569
3.33,3.2267,3.3101,3.2571,3.2561,3.256,3.2571
3.33,3.2267,3.3103,3.2572,3.2562,3.256,3.2572
3.33,3.2269,3.3101,3.2574,3.2562,3.2562,3.2574
3.33,3.2269,3.3104,3.2575,3.2565,3.2567,3.2575
3.33,3.2272,3.3104,3.2576,3.2565,3.2565,3.2576
3.33,3.2272,3.3104,3.2576,3.2566,3.2567,3.2576
3.33,3.2274,3.3104,3.2578,3.2567,3.2568,3.2578
3.33,3.2274,3.3104,3.2579,3.2569,3.2571,3.2579
3.33,3.2276,3.3106,3.2581,3.257,3.2571,3.2581
3.33,3.2276,3.3106,3.258,3.2571,3.2569,3.258
3.33002,3.2279,3.3106,3.2582,3.2573,3.2571,3.2582
3.33004,3.2279,3.3106,3.2583,3.2573,3.2574,3.2583
3.33006,3.2281,3.3106,3.2585,3.2573,3.2574,3.2585
3.33008,3.2283,3.3106,3.2586,3.2574,3.2575,3.2586
3.3301,3.2283,3.3108,3.2586,3.2575,3.2575,3.2586
3.33012,3.2283,3.3108,3.2587,3.2577,3.2579,3.2587
3.33014,3.2286,3.3108,3.2589,3.258,3.2578,3.2589
3.3301600000000002,3.2286,3.311,3.2589,3.2578,3.2578,3.2589
3.33018,3.2288,3.3108,3.259,3.2581,3.2579,3.259
3.3302,3.229,3.311,3.2592,3.258,3.2581,3.2592
3.33022,3.229,3.311,3.2593,3.2581,3.2581,3.2593
3.33024,3.2291,3.3111,3.2593,3.2583,3.2584,3.2593
3.33026,3.2293,3.3111,3.2594,3.2585,3.2583,3.2594
3.33028,3.2293,3.3111,3.2595,3.2585,3.2585,3.2595
3.3303000000000003,3.2295,3.3111,3.2597,3.2587,3.2587,3.2597
3.33032,3.2297,3.3113,3.2597,3.2588,3.259,3.2597
3.33034,3.2297,3.3113,3.2599,3.2589,3.2588,3.2599
3.33036,3.2298,3.3113,3.2599,3.2589,3.2588,3.2599
3.33038,3.23,3.3113,3.26,3.2588,3.2588,3.26
3.3304,3.23,3.3113,3.26,3.2592,3.259,3.26
3.33042,3.2302,3.3115,3.2603,3.2592,3.2592,3.2603
3.33044,3.2302,3.3115,3.2602,3.2595,3.2592,3.2602
3.33046,3.2304,3.3115,3.2603,3.2594,3.2593,3.2603
3.33048,3.2304,3.3117,3.2604,3.2595,3.2594,3.2604
3.3305,3.2307,3.3117,3.2606,3.2595,3.2596,3.2606
3.33052,3.2307,3.3117,3.2606,3.2597,3.2597,3.2606
3.33054,3.2307,3.3117,3.2607,3.2598,3.2596,3.2607
3.33056,3.2311,3.3117,3.2609,3.26,3.2595,3.2609
3.33058,3.2311,3.3117,3.2609,3.2599,3.2597,3.2609
3.3306,3.2311,3.3117,3.2609,3.2601,3.2598,3.2609
